contig_name	control_replicate1	control_replicate2	day1_replicate1	day1_replicate2	day2_replicate1	day2_replicate2	contig_name	annotation_information_blastx_against_UniProtKB	e-value_of_annotation_information
TRINITY_DN101186_c0_g1_i1	47.9233669760933	37.3853157254581	38.4759567674514	42.3990017459366	46.9407704434015	33.2262812329425	TRINITY_DN101186_c0_g1_i1	sp|Q3TDX8|NB5R4_MOUSE_Cytochrome_b5_reductase_4_OS=Mus_musculus_GN=Cyb5r4_PE=2_SV=3	7e-08
TRINITY_DN101204_c0_g1_i1	44.1207939810542	51.39393370585	23.063190037216	29.2635023847282	29.9395330903826	12.8060594108633	-	-	-
TRINITY_DN101252_c0_g1_i1	126.736199030977	100.968893681097	101.489926158688	113.815462605956	167.218800937923	151.28670639098	-	-	-
TRINITY_DN101281_c0_g1_i1	33.8507692423369	32.1683648156259	32.7760303743961	29.7959554940365	8.46898793249973	48.0522268730302	-	-	-
TRINITY_DN101317_c0_g1_i1	154.213510537497	168.276582601144	171.126012488882	150.210185329517	134.385316266356	98.8881826315001	TRINITY_DN101317_c0_g1_i1	sp|Q940S0|TMN2_ARATH_Transmembrane_9_superfamily_member_2_OS=Arabidopsis_thaliana_GN=TMN2_PE=1_SV=1	4e-135
TRINITY_DN101355_c0_g1_i1	45.9720720453026	62.233569650482	44.6180269613567	43.2585155153893	65.1888491042761	60.1168006681244	-	-	-
TRINITY_DN101360_c0_g1_i1	254.125025525221	217.672331894808	243.28745008974	208.865432208011	186.059036161059	260.738709497628	-	-	-
TRINITY_DN101407_c0_g1_i1	111.264661629994	106.930768098664	129.441989595938	135.25063579204	107.992260534642	112.785629604826	TRINITY_DN101407_c0_g1_i1	sp|Q54L00|LIMKA_DICDI_Probable_LIM_domain-containing_serine/threonine-protein_kinase_DDB_G0287001_OS=Dictyostelium_discoideum_GN=DDB_G0287001_PE=3_SV=1	7e-25
TRINITY_DN101506_c0_g1_i1	198.494564991493	175.837124469562	146.096767996782	205.853846636512	141.643251509803	160.067420819165	TRINITY_DN101506_c0_g1_i1	sp|A8DZH4|XPR1_DANRE_Xenotropic_and_polytropic_retrovirus_receptor_1_homolog_OS=Danio_rerio_GN=xpr1_PE=3_SV=1	1e-26
TRINITY_DN101632_c0_g1_i1	9.48426629221961	8.94046354312869	10.4708461469215	11.1240849319769	2.21774043457737	3.10323856991946	-	-	-
TRINITY_DN101655_c0_g1_i1	95.2588709942274	125.062011051477	71.7262736331115	119.632653899886	140.031540868781	146.248656681474	TRINITY_DN101655_c0_g1_i1	sp|Q43468|HSOP1_SOYBN_Hsp70-Hsp90_organizing_protein_1_OS=Glycine_max_GN=HOP1_PE=1_SV=2	5e-07
TRINITY_DN101657_c0_g2_i1	19.8410517370857	21.8190060987209	21.0165552667562	43.3518133414947	26.0606881745201	24.3117626647705	-	-	-
TRINITY_DN10165_c0_g1_i1	19.546305786285	15.0147834287628	37.1013124585203	29.7092710694908	32.8871852809769	30.0692499965898	-	-	-
TRINITY_DN101745_c0_g1_i1	157.146685042668	144.513988689025	124.262017293326	146.809405241278	77.6814779880882	60.5285172958819	TRINITY_DN101745_c0_g1_i1	sp|P37518|YCHF_BACSU_Ribosome-binding_ATPase_YchF_OS=Bacillus_subtilis_(strain_168)_GN=ychF_PE=3_SV=1	6e-119
TRINITY_DN101774_c0_g1_i1	49.5087913338555	44.6917745989614	40.0546491175699	38.8495184519766	43.1270649455795	61.9756760564402	TRINITY_DN101774_c0_g1_i1	sp|P52484|UBC21_CAEEL_Probable_ubiquitin-conjugating_enzyme_E2_21_OS=Caenorhabditis_elegans_GN=ubc-21_PE=3_SV=3	1e-58
TRINITY_DN101779_c0_g1_i1	50.4373827409924	72.6657026020267	77.976023646688	77.5749967652871	56.8063315669922	67.8756895211053	-	-	-
TRINITY_DN101846_c0_g1_i1	1.51279641034579	1.4198244338591	2.51790619063744	3.13015791017433	9.30969011503443	0	-	-	-
TRINITY_DN101849_c0_g1_i1	53.7347729326079	46.337630557549	39.7075918507145	36.3827540211145	38.3186335022765	27.3714097603886	-	-	-
TRINITY_DN101972_c0_g1_i1	47.6312897347214	46.8374772598518	30.1308622113869	30.6655976179879	16.5584329933942	6.74313063622514	TRINITY_DN101972_c0_g1_i1	sp|Q4I2M7|ERFB_GIBZE_Palmitoyltransferase_ERF2_OS=Gibberella_zeae_(strain_PH-1_/_ATCC_MYA-4620_/_FGSC_9075_/_NRRL_31084)_GN=ERF2_PE=3_SV=1	1e-35
TRINITY_DN101992_c0_g1_i1	31.7141488608697	45.530037760029	36.5449335991763	61.2391245947592	53.8379383930942	64.7906054808394	-	-	-
TRINITY_DN102152_c0_g1_i1	169.007201887955	154.806275283855	138.753255212362	144.328298462741	111.560630946666	69.6707321779197	-	-	-
TRINITY_DN102229_c0_g1_i1	88.5509657319107	111.062139282832	81.9685107665119	69.1983271792078	108.350548737427	152.681255844524	-	-	-
TRINITY_DN102290_c0_g1_i1	90.5369060956463	86.298153827225	96.0984449254996	61.5576138536614	87.243799012193	45.0228584582529	-	-	-
TRINITY_DN10234_c0_g1_i1	45.550981238599	38.5081003040668	60.1804789847743	42.894384253359	33.7834306405333	48.2890229038546	TRINITY_DN10234_c0_g1_i1	sp|C6DKM6|SUFS_PECCP_Cysteine_desulfurase_OS=Pectobacterium_carotovorum_subsp._carotovorum_(strain_PC1)_GN=sufS_PE=3_SV=1	5e-36
TRINITY_DN102387_c0_g1_i1	19.7990064214347	37.7482121465515	48.1351119006905	29.8892756482084	46.3298476091868	19.7902572658148	TRINITY_DN102387_c0_g1_i1	sp|Q9LEV7|FBT6_ARATH_Probable_folate-biopterin_transporter_6_OS=Arabidopsis_thaliana_GN=At5g10820_PE=2_SV=1	3e-14
TRINITY_DN102427_c0_g2_i1	526.04419992483	615.412428245762	489.662707879746	557.280932590112	594.854366005876	705.162971601345	TRINITY_DN102427_c0_g2_i1	sp|Q7ZU45|TTC25_DANRE_Tetratricopeptide_repeat_protein_25_OS=Danio_rerio_GN=ttc25_PE=2_SV=1	7e-05
TRINITY_DN102440_c0_g1_i1	42.5048620895152	42.7476311468747	47.11820859927	44.1703525325013	69.6796014182592	77.4126313706747	TRINITY_DN102440_c0_g1_i1	sp|Q59094|SODM_ACIAD_Superoxide_dismutase_[Mn]_OS=Acinetobacter_baylyi_(strain_ATCC_33305_/_BD413_/_ADP1)_GN=sodA_PE=3_SV=1	3e-65
TRINITY_DN102495_c0_g1_i1	160.815036085516	188.518054635202	200.062302406567	183.64484106007	179.063594216356	192.747637150344	TRINITY_DN102495_c0_g1_i1	sp|Q95JU3|CF165_MACFA_UPF0704_protein_C6orf165_homolog_OS=Macaca_fascicularis_GN=QtsA-12767_PE=2_SV=1	1e-67
TRINITY_DN102532_c0_g1_i1	40.2151749396991	56.0552573963755	38.9677385756977	61.1240131064002	61.9858114590901	46.7348255858755	-	-	-
TRINITY_DN102540_c0_g1_i1	42.4939824391041	38.2827410256879	46.9140239200296	35.182235713953	40.5883362046979	21.1645364064586	TRINITY_DN102540_c0_g1_i1	sp|Q39172|P1_ARATH_NADP-dependent_alkenal_double_bond_reductase_P1_OS=Arabidopsis_thaliana_GN=P1_PE=1_SV=1	2e-50
TRINITY_DN102601_c0_g1_i1	45.3690290530255	42.7438213260938	48.4516717799683	28.5010993881312	39.6412545908384	18.3246032314845	-	-	-
TRINITY_DN102624_c0_g1_i1	23.7415811829454	20.0228301215721	22.9437401479065	39.1622436346201	14.9950255415036	58.8352567562131	-	-	-
TRINITY_DN102624_c0_g2_i1	129.746380379004	88.5543565835716	112.189908674261	74.826074274897	126.092954259512	94.0010403035803	-	-	-
TRINITY_DN102719_c0_g1_i1	17.7483909872681	23.0445806487768	26.1188527885881	16.951633872473	23.2840913996188	8.1907912679655	-	-	-
TRINITY_DN102757_c0_g1_i1	107.385815704259	87.1476215189186	71.0876059179088	97.7486221681368	100.955304983281	108.523562551286	-	-	-
TRINITY_DN102766_c0_g1_i1	28.4406145693743	11.7159992251103	19.9628443840384	15.5824158584456	9.26391812989576	12.9001708232055	TRINITY_DN102766_c0_g1_i1	sp|Q9BTV6|DPH7_HUMAN_Diphthamide_biosynthesis_protein_7_OS=Homo_sapiens_GN=DPH7_PE=1_SV=2	7e-13
TRINITY_DN102866_c0_g1_i1	11.7108711316704	7.00682178970254	27.7437288006148	17.4213957822939	11.2930559493377	36.1306308948455	-	-	-
TRINITY_DN102887_c0_g1_i1	20.9901595123243	24.5267952786767	17.1828483399387	12.5278152667259	20.6716562318896	22.0999608955328	TRINITY_DN102887_c0_g1_i1	sp|Q6AG73|KHSE_LEIXX_Homoserine_kinase_OS=Leifsonia_xyli_subsp._xyli_(strain_CTCB07)_GN=thrB_PE=3_SV=1	3e-23
TRINITY_DN102943_c0_g1_i1	26.5338431878561	25.3364831908861	16.6273322200366	7.14034135402048	0	3.131990505796	TRINITY_DN102943_c0_g1_i1	sp|Q86I06|NEK3_DICDI_Probable_serine/threonine-protein_kinase_nek3_OS=Dictyostelium_discoideum_GN=nek3_PE=3_SV=1	8e-55
TRINITY_DN102946_c0_g1_i1	310.499863465639	268.655748650003	270.298463542056	265.566947499678	356.959722704175	228.312754314409	TRINITY_DN102946_c0_g1_i1	sp|O05413|2NPD_BACSU_Probable_nitronate_monooxygenase_OS=Bacillus_subtilis_(strain_168)_GN=yrpB_PE=3_SV=1	5e-17
TRINITY_DN102966_c0_g1_i1	19.1177905193517	23.787190482108	20.572400289275	18.7771911932338	18.9999430279887	29.6946639120218	-	-	-
TRINITY_DN103026_c0_g1_i1	5.72826975237584	5.44442378171016	1.77259755666236	7.39970675145345	3.2557443847925	13.3398812972119	-	-	-
TRINITY_DN103033_c0_g1_i1	123.303177775822	108.853886488618	117.061233683027	108.597160724602	82.1874342766411	101.651812896813	-	-	-
TRINITY_DN103112_c0_g1_i1	7.71145401993233	9.29288120477357	12.3424667685925	13.6888103197675	7.92417046843734	0	-	-	-
TRINITY_DN103117_c0_g1_i1	11.5140782181454	23.844859660894	22.9364734878161	34.0991613193338	35.1158862010779	15.4583455922986	TRINITY_DN103117_c0_g1_i1	sp|P56500|UCP2_RAT_Mitochondrial_uncoupling_protein_2_OS=Rattus_norvegicus_GN=Ucp2_PE=2_SV=1	5e-42
TRINITY_DN103172_c0_g1_i1	130.645990106949	145.075713915503	122.017920209984	118.294008161605	141.805725027254	175.083221685992	-	-	-
TRINITY_DN103247_c0_g1_i1	33.2814479777457	22.3154310352445	22.8637594588272	15.6514147367352	20.2393582300134	27.5044029822028	-	-	-
TRINITY_DN103607_c0_g1_i1	11.9802073366975	13.1948233120471	11.0298200000321	22.2599728234441	13.7905744558054	23.9061899968522	-	-	-
TRINITY_DN103669_c0_g1_i1	11.8782515766332	3.43801948525002	1.50440641890033	4.46636473657007	5.40792849714243	22.5818549631035	-	-	-
TRINITY_DN10369_c0_g2_i1	11.7087663398646	3.97910897899765	7.54793460408276	2.64283669355054	0	4.15401682947269	TRINITY_DN10369_c0_g2_i1	sp|O29329|ILVE_ARCFU_Putative_branched-chain-amino-acid_aminotransferase_OS=Archaeoglobus_fulgidus_(strain_ATCC_49558_/_VC-16_/_DSM_4304_/_JCM_9628_/_NBRC_100126)_GN=ilvE_PE=3_SV=1	4e-10
TRINITY_DN103810_c0_g1_i1	95.9517386905853	123.687824179747	69.6775531561735	84.9478265360094	115.382024976615	143.331078751784	TRINITY_DN103810_c0_g1_i1	sp|Q11179|YPC2_CAEEL_Putative_serine/threonine-protein_kinase_C05D10.2_OS=Caenorhabditis_elegans_GN=C05D10.2_PE=3_SV=2	6e-81
TRINITY_DN103882_c0_g1_i1	96.5056621366919	71.3448481236285	101.33533431724	82.6313480272785	104.816803707077	90.7383968805348	TRINITY_DN103882_c0_g1_i1	sp|Q91918|RA51A_XENLA_DNA_repair_protein_RAD51_homolog_A_OS=Xenopus_laevis_GN=rad51-a_PE=2_SV=1	1e-136
TRINITY_DN103894_c0_g1_i1	72.6879001887636	64.4669243145484	57.2613108728912	61.4281909334116	58.8341795891056	41.5885011309849	-	-	-
TRINITY_DN103926_c0_g1_i1	9.12953138547213	12.9654630527878	1.85508064181944	5.85545558860432	9.07097152202603	0	-	-	-
TRINITY_DN104015_c0_g2_i1	118.859428395348	116.143176636394	124.48876531915	97.939001568857	174.195461721238	111.945497246085	-	-	-
TRINITY_DN104080_c0_g1_i1	20.6353030833771	24.8728160861954	19.4380740845377	18.1827665351985	9.12711027645768	9.82617813606281	TRINITY_DN104080_c0_g1_i1	sp|Q3U3R4|LMF1_MOUSE_Lipase_maturation_factor_1_OS=Mus_musculus_GN=Lmf1_PE=1_SV=1	3e-07
TRINITY_DN104098_c0_g1_i1	292.537567464096	279.93340311159	193.48196170538	251.135010174926	236.423892805372	318.365275547572	-	-	-
TRINITY_DN104134_c0_g1_i1	184.870166390172	149.615886069834	212.336220912926	159.40302819032	172.772132215002	164.605707205592	-	-	-
TRINITY_DN104142_c0_g1_i1	51.4584334261895	45.5989497014608	67.1995170460043	47.4877166816295	67.8972913504989	47.4059594276311	TRINITY_DN104142_c0_g1_i1	sp|P34730|BMH2_YEAST_Protein_BMH2_OS=Saccharomyces_cerevisiae_(strain_ATCC_204508_/_S288c)_GN=BMH2_PE=1_SV=3	3e-91
TRINITY_DN104210_c0_g1_i1	13.2101567311707	3.74389221149315	9.87564288344865	3.05459887417613	0	0	-	-	-
TRINITY_DN104469_c0_g1_i1	15.3688538731387	20.0788553235033	37.5838841844516	12.1495434683911	18.9241595249238	22.3405552987771	-	-	-
TRINITY_DN104536_c0_g1_i1	216.513367450442	197.603361460044	201.998403767605	201.534742369055	103.868949703764	280.523211093413	TRINITY_DN104536_c0_g1_i1	sp|Q7NNA0|PETG_GLOVI_Cytochrome_b6-f_complex_subunit_5_OS=Gloeobacter_violaceus_(strain_PCC_7421)_GN=petG_PE=3_SV=1	5e-06
TRINITY_DN104579_c0_g1_i1	62.1043666081659	74.4012030892263	49.0111086215229	71.1972069753834	73.816698004999	67.8632827371997	-	-	-
TRINITY_DN104583_c0_g1_i1	36.8096518371082	16.5715281954157	29.7300587616248	13.9392281739139	24.8360693487754	63.8884471268529	TRINITY_DN104583_c0_g1_i1	sp|Q96MC6|HIAT1_HUMAN_Hippocampus_abundant_transcript_1_protein_OS=Homo_sapiens_GN=HIAT1_PE=2_SV=2	1e-17
TRINITY_DN104584_c0_g1_i1	198.431441718588	206.66199953942	188.417782812609	187.791626756335	169.433444369969	198.404496668736	-	-	-
TRINITY_DN104609_c0_g2_i1	4.48301880138517	4.34704756631286	6.45993321626692	1.38292229426219	10.9929891607394	15.1241046679123	-	-	-
TRINITY_DN104665_c0_g1_i1	29.5750652653788	40.15062051892	34.8957969926845	21.5038792231928	23.0646918488476	19.692630113771	-	-	-
TRINITY_DN104685_c0_g1_i1	2.2192848336961	0	3.32282853911668	2.95444719040979	3.29270926898064	0	-	-	-
TRINITY_DN10468_c0_g2_i1	35.3551321485708	31.6866139655322	31.7118774084062	39.7140783644711	43.4998964042456	33.9879632016478	TRINITY_DN10468_c0_g2_i1	sp|Q9SNV9|NRAM3_ARATH_Metal_transporter_Nramp3_OS=Arabidopsis_thaliana_GN=NRAMP3_PE=2_SV=2	1e-104
TRINITY_DN104717_c0_g1_i1	47.6278639010264	38.9379811355898	40.6811515290967	33.5751585244453	29.5292323679091	72.5726490853034	TRINITY_DN104717_c0_g1_i1	sp|Q5UP57|P4H_MIMIV_Putative_prolyl_4-hydroxylase_OS=Acanthamoeba_polyphaga_mimivirus_GN=MIMI_L593_PE=1_SV=1	6e-06
TRINITY_DN104728_c0_g1_i1	150.163232971673	147.005821118691	120.634840477451	170.75601960186	195.459501579276	194.417552755766	TRINITY_DN104728_c0_g1_i1	sp|P0AFS5|TQSA_ECOLI_AI-2_transport_protein_TqsA_OS=Escherichia_coli_(strain_K12)_GN=tqsA_PE=1_SV=1	4e-06
TRINITY_DN1047_c0_g1_i1	10.1997227808184	18.4638060893341	9.4364407530781	17.8834828486219	20.8151159405258	26.1956127479611	-	-	-
TRINITY_DN104814_c0_g1_i1	141.760492409396	127.991630057176	106.347718354009	152.969937790959	204.111951549391	198.887481645771	-	-	-
TRINITY_DN104878_c0_g1_i1	5.55369082385802	14.381135489288	21.5642457527147	11.600908522232	8.91137166557863	22.4431007884049	-	-	-
TRINITY_DN10489_c0_g1_i1	2.11091911895623	2.05233815674414	0	5.00848589869726	11.408132672028	0	-	-	-
TRINITY_DN10493_c0_g1_i1	25.0510497893461	27.4067700065629	26.4491227720085	21.8454007415195	23.9183441176912	23.571912092484	-	-	-
TRINITY_DN104976_c0_g1_i1	50.2333196594687	48.8919398425006	32.1728354786838	41.62293053752	57.5028984327663	38.0883300017601	TRINITY_DN104976_c0_g1_i1	sp|Q6PBE2|SPF27_XENTR_Pre-mRNA-splicing_factor_SPF27_OS=Xenopus_tropicalis_GN=bcas2_PE=2_SV=1	7e-16
TRINITY_DN104977_c0_g1_i1	17.5734741178019	25.0673686401559	33.9852963403738	35.1257706099476	40.7966654603605	43.6180972468682	-	-	-
TRINITY_DN104998_c0_g1_i1	5.64953497307398	8.61623626134184	6.50822065249492	2.27297914122031	0	3.84311555647866	-	-	-
TRINITY_DN105026_c0_g1_i1	266.289909739057	272.340975738593	234.371665814452	271.750410973712	272.169821736705	246.114518714149	TRINITY_DN105026_c0_g1_i1	sp|O08336|CYPE_BACSU_Probable_bifunctional_P-450/NADPH-P450_reductase_2_OS=Bacillus_subtilis_(strain_168)_GN=cypE_PE=2_SV=1	9e-46
TRINITY_DN10511_c0_g2_i1	22.5565963677501	30.174552234913	16.7014216634762	25.7610729147202	31.1449650176279	35.2538487326794	TRINITY_DN10511_c0_g2_i1	sp|Q7Z7M9|GALT5_HUMAN_Polypeptide_N-acetylgalactosaminyltransferase_5_OS=Homo_sapiens_GN=GALNT5_PE=1_SV=1	3e-31
TRINITY_DN105179_c0_g1_i1	37.0256554988082	32.6998638071868	43.35067514274	32.6620342084192	33.8748312999963	31.2802783659968	TRINITY_DN105179_c0_g1_i1	sp|Q9DC28|KC1D_MOUSE_Casein_kinase_I_isoform_delta_OS=Mus_musculus_GN=Csnk1d_PE=1_SV=2	2e-91
TRINITY_DN105206_c0_g1_i1	48.8398546356061	85.0171524063491	64.5504654262661	65.0193942197319	36.0999420050226	50.683862376038	-	-	-
TRINITY_DN105253_c0_g1_i1	39.6081285419244	43.2614745916554	39.9753640403967	40.4032607606558	58.1629061514628	59.7386407324548	-	-	-
TRINITY_DN105333_c0_g1_i1	25.6386697029061	61.6440771451665	38.8758545666474	37.2090693906852	34.1024702919991	48.9162799971633	-	-	-
TRINITY_DN105444_c0_g1_i1	102.811445661499	104.714066665256	66.2836717002657	75.6404673156985	102.42705679413	129.552068094566	TRINITY_DN105444_c0_g1_i1	sp|Q80YP0|CDK3_MOUSE_Cyclin-dependent_kinase_3_OS=Mus_musculus_GN=Cdk3_PE=1_SV=2	7e-107
TRINITY_DN105472_c0_g1_i1	353.85650196066	416.722001108882	394.732933867607	370.787346265481	325.63907724003	400.807855370303	TRINITY_DN105472_c0_g1_i1	sp|A0JNA3|IMDH1_BOVIN_Inosine-5'-monophosphate_dehydrogenase_1_OS=Bos_taurus_GN=IMPDH1_PE=2_SV=2	0.0
TRINITY_DN105531_c0_g1_i1	146.325296333835	147.256823250003	129.616294581939	160.176731764909	107.159116601676	115.075435362889	TRINITY_DN105531_c0_g1_i1	sp|D6REC4|CFA99_HUMAN_Cilia-_and_flagella-associated_protein_99_OS=Homo_sapiens_GN=CFAP99_PE=3_SV=1	1e-12
TRINITY_DN105568_c0_g1_i1	24.0149064565814	19.2260270372624	19.0802280576971	15.3792768264603	33.5054262726171	0	TRINITY_DN105568_c0_g1_i1	sp|Q6PFM0|JMJD6_DANRE_Bifunctional_arginine_demethylase_and_lysyl-hydroxylase_JMJD6_OS=Danio_rerio_GN=jmjd6_PE=2_SV=2	3e-06
